id,name,category,source,notes,evidenceLevel,tensileStrengthMpaMin,tensileStrengthMpaMax,elasticModulusGpaMin,elasticModulusGpaMax,elongationPctMin,elongationPctMax,punctureResistanceN,wvtr,otr,waterSolubility,swellingRatio,degradationDaysMin,degradationDaysMax,enzymaticDegradability,hydrolyticStability,cytotoxicitySafe,hemocompatible,antimicrobial,endotoxinConcern,sterGamma,sterEto,sterSteam,sterUv,sterAutoclave,procFilm,procCasting,procExtrusion,procCoating,procMelt,solventCompatible,costBand,availabilityBand,dataCompleteness
mat-0245,Pharma-Grade Chitosan Type-746,Chitosan & Derivatives,Aureobasidium pullulans culture,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",med,41.92,88.73,3.36,5.52,54.14,195.1,31.4,2143.6,35.3,True,11.54,49,215,False,low,True,False,True,Ultra-Low (<0.05 EU/mg),True,True,False,False,True,True,True,False,True,False,"Water, Dilute Acetic Acid",low,high,0.89
mat-0246,Sulfated Dextran Type-483,Dextran & Dextran Esters,Wood pulp / Cotton linters,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",med,40.69,69.83,1.02,4.98,41.1,112.61,6.19,1905.7,12.6,True,3.06,43,77,True,med,True,True,True,Standard (<0.5 EU/mg),True,False,False,True,False,False,False,True,False,False,"DMSO, Water",low,low,0.99
mat-0247,Ultra-Pure Biopolymer Blends Type-229,Biopolymer Blends & Composites,Brown Seaweed (Laminaria hyperborea),"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",med,5.55,41.35,0.28,3.63,28.63,122.22,1.77,1278.5,134.2,True,13.98,38,130,True,low,True,True,True,Standard (<0.5 EU/mg),True,False,True,False,True,True,True,True,True,True,Phosphate Buffered Saline,med,low,0.89
mat-0248,Hydrogel-Grade Cellulose Type-249,Cellulose & Nanocellulose,Corn starch / Potato starch,"High-purity biomedical grade cellulose engineered for tissue engineering, drug delivery, and barrier applications.",low,12.99,56.89,1.39,3.58,43.51,190.73,8.93,1151.3,37.0,False,12.02,45,115,False,med,True,True,False,Ultra-Low (<0.05 EU/mg),True,True,True,True,True,False,True,False,False,False,"Water, Dilute Acetic Acid",med,low,0.89
mat-0249,Quaternized Dextran Type-442,Dextran & Dextran Esters,Wood pulp / Cotton linters,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",low,31.76,67.49,2.72,3.42,24.83,148.23,26.39,1533.9,276.1,True,12.12,33,243,True,low,True,True,True,Standard (<0.5 EU/mg),True,True,False,True,True,False,False,False,True,True,"Water, Dilute Acetic Acid",low,low,0.91
mat-0250,Carboxymethylated Chondroitin Type-998,Chondroitin & Glycosaminoglycans,Porcine cartilage,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",high,41.27,90.15,3.14,5.04,44.45,181.97,3.77,1134.7,419.8,True,4.0,42,122,False,low,False,True,False,Low (<0.1 EU/mg),False,False,True,True,False,False,False,False,False,True,Phosphate Buffered Saline,low,low,0.94
mat-0251,"Pharma-Grade Carrageenan (Kappa, Iota, Lambda) Type-109","Carrageenan (Kappa, Iota, Lambda)",Porcine cartilage,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,25.15,62.58,0.98,4.42,21.3,68.89,5.49,676.2,244.8,False,1.86,25,181,True,med,True,True,False,Low (<0.1 EU/mg),True,True,False,False,False,True,False,True,False,False,Ethanol/Water 70:30,low,high,0.97
mat-0252,Crosslinked Starch Type-848,Starch & Modified Starches,Wood pulp / Cotton linters,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",low,43.86,73.04,3.43,6.59,47.93,72.83,26.48,1047.7,297.7,True,14.92,35,215,False,low,True,True,False,Low (<0.1 EU/mg),False,True,False,False,True,False,True,False,True,False,Phosphate Buffered Saline,low,low,0.94
mat-0253,Low-MW Chondroitin Type-763,Chondroitin & Glycosaminoglycans,Wood pulp / Cotton linters,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",low,11.52,24.52,1.44,3.95,8.82,28.91,9.72,2286.5,437.0,True,13.37,24,44,True,med,True,True,True,Standard (<0.5 EU/mg),True,True,True,True,False,True,True,True,True,False,"Water, Dilute Acetic Acid",low,low,0.92
mat-0254,"Hydrogel-Grade Carrageenan (Kappa, Iota, Lambda) Type-554","Carrageenan (Kappa, Iota, Lambda)",Recombinant yeast production,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",low,18.27,30.22,0.29,3.12,39.51,66.74,29.13,391.6,140.6,False,3.58,35,61,True,med,True,True,True,Standard (<0.5 EU/mg),False,True,False,True,True,True,True,False,False,True,Ethanol/Water 70:30,low,med,0.99
mat-0255,Hydrogel-Grade Alginate Type-144,Alginate & Salts,Aureobasidium pullulans culture,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",low,22.15,42.22,0.72,2.54,54.12,160.32,22.43,824.5,395.2,False,16.59,54,203,True,low,True,False,False,Low (<0.1 EU/mg),False,True,False,False,False,True,True,False,False,True,"Water, Dilute Acetic Acid",med,low,0.88
mat-0256,Quaternized Agarose Type-426,Agarose & Agars,Red Seaweed (Rhodophyta),"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",med,32.74,56.37,2.8,4.27,49.12,150.67,9.74,1133.9,228.7,False,10.15,36,246,True,high,True,True,False,Standard (<0.5 EU/mg),True,True,True,False,True,True,True,False,False,True,"Water, Dilute Acetic Acid",low,med,0.9
mat-0257,Film-Forming Biopolymer Blends Type-242,Biopolymer Blends & Composites,Wood pulp / Cotton linters,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",med,38.41,68.23,3.27,5.07,16.59,58.03,26.52,425.5,316.1,True,7.54,10,241,False,low,True,True,True,Standard (<0.5 EU/mg),True,True,True,False,True,True,True,True,True,False,Phosphate Buffered Saline,low,med,0.96
mat-0258,Nanofibrillated Chondroitin Type-815,Chondroitin & Glycosaminoglycans,Wood pulp / Cotton linters,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",med,33.9,58.88,2.29,2.54,11.12,29.52,23.02,1569.8,86.4,True,1.38,61,307,False,high,True,True,False,Low (<0.1 EU/mg),False,True,False,True,True,False,True,True,False,True,"Water, Dilute Acetic Acid",high,med,0.92
mat-0259,Biomedical Grade Xanthan Type-514,Xanthan & Gellan Gums,Recombinant yeast production,"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",med,7.19,28.91,1.54,2.77,10.74,71.52,27.59,938.4,115.4,True,10.3,15,137,True,med,True,True,False,Low (<0.1 EU/mg),False,True,True,False,True,True,False,True,False,True,Ethanol/Water 70:30,med,med,0.93
mat-0260,Injectable Grade Starch Type-500,Starch & Modified Starches,Sphingomonas elodea culture,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",med,10.18,45.54,1.23,4.84,32.7,113.0,27.46,205.7,360.3,False,11.05,11,173,True,low,True,True,False,Standard (<0.5 EU/mg),True,True,True,True,False,False,True,False,False,False,"DMSO, Water",low,high,0.97
mat-0261,Crosslinked Agarose Type-313,Agarose & Agars,Aureobasidium pullulans culture,"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",med,43.32,73.83,3.48,4.05,5.82,123.1,11.87,2188.7,360.8,True,9.58,65,239,True,med,True,True,True,Low (<0.1 EU/mg),True,True,False,False,False,False,False,True,True,False,"Water, Dilute Acetic Acid",med,med,0.91
mat-0262,"Hydrogel-Grade Carrageenan (Kappa, Iota, Lambda) Type-796","Carrageenan (Kappa, Iota, Lambda)",Brown Seaweed (Laminaria hyperborea),"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,25.5,58.61,1.17,1.69,27.73,100.74,30.89,2479.4,28.8,True,13.65,38,56,True,low,True,True,True,Low (<0.1 EU/mg),True,False,False,True,False,False,False,False,True,True,Phosphate Buffered Saline,high,low,0.99
mat-0263,Injectable Grade Agarose Type-543,Agarose & Agars,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",med,7.58,27.99,2.15,3.16,45.77,71.78,16.73,1430.9,427.4,True,11.96,47,77,False,low,False,True,False,Ultra-Low (<0.05 EU/mg),True,True,True,True,False,False,False,True,True,True,"Water, Dilute Acetic Acid",med,med,0.86
mat-0264,Methacrylated Chondroitin Type-992,Chondroitin & Glycosaminoglycans,Corn starch / Potato starch,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",med,31.79,48.47,2.92,3.47,54.59,112.47,26.73,536.7,163.7,False,9.29,75,171,False,med,False,True,False,Standard (<0.5 EU/mg),True,True,True,False,False,True,True,False,True,False,Ethanol/Water 70:30,low,high,0.91
mat-0265,Pharma-Grade Pullulan Type-103,Pullulan & Exopolysaccharides,Red Seaweed (Rhodophyta),"High-purity biomedical grade pullulan engineered for tissue engineering, drug delivery, and barrier applications.",high,39.29,72.83,2.27,4.67,7.01,121.41,7.79,1786.6,350.7,False,4.83,33,144,True,med,True,True,False,Standard (<0.5 EU/mg),True,False,False,False,False,False,False,False,False,True,Phosphate Buffered Saline,med,med,0.91
mat-0266,Phosphate-modified Pullulan Type-266,Pullulan & Exopolysaccharides,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade pullulan engineered for tissue engineering, drug delivery, and barrier applications.",med,16.4,51.08,2.41,5.02,43.62,184.93,31.85,383.2,48.6,True,2.71,9,233,True,med,True,True,False,Standard (<0.5 EU/mg),False,True,False,False,True,True,False,False,True,True,"DMSO, Water",low,med,1.0
mat-0267,Sulfated Dextran Type-940,Dextran & Dextran Esters,Xanthomonas campestris culture,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",high,34.65,39.99,1.37,2.42,20.6,153.75,10.36,2120.4,359.9,False,12.51,7,233,True,low,True,True,False,Standard (<0.5 EU/mg),False,False,True,False,True,False,True,False,True,False,Phosphate Buffered Saline,high,med,1.0
mat-0268,Sulfated Hyaluronic Acid Type-425,Hyaluronic Acid & Hyaluronates,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",low,14.24,51.19,0.53,1.18,36.73,101.61,27.03,2304.2,378.4,True,17.14,33,94,True,low,True,True,False,Low (<0.1 EU/mg),True,False,True,True,False,False,True,True,True,False,Phosphate Buffered Saline,high,low,0.96
mat-0269,Injectable Grade Biopolymer Blends Type-487,Biopolymer Blends & Composites,Porcine cartilage,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",med,7.07,15.8,0.59,0.88,59.16,190.53,5.22,2328.9,64.0,True,5.95,30,91,True,med,True,False,True,Low (<0.1 EU/mg),False,True,False,True,False,True,True,False,False,False,"DMSO, Water",low,low,0.89
mat-0270,Biomedical Grade Hyaluronic Acid Type-680,Hyaluronic Acid & Hyaluronates,Xanthomonas campestris culture,"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",med,6.26,55.18,3.48,5.52,38.77,125.28,6.81,1893.0,417.7,True,11.38,75,100,True,low,True,True,True,Ultra-Low (<0.05 EU/mg),True,True,True,True,False,False,False,True,True,False,Ethanol/Water 70:30,med,high,0.97
mat-0271,Nanofibrillated Agarose Type-509,Agarose & Agars,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",med,12.92,55.99,2.54,6.4,10.66,131.7,21.18,539.3,100.6,False,8.48,64,294,False,med,True,True,False,Standard (<0.5 EU/mg),False,False,True,False,True,True,False,False,False,False,"DMSO, Water",low,low,0.88
mat-0272,Sulfated Starch Type-909,Starch & Modified Starches,Brown Seaweed (Laminaria hyperborea),"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",med,7.91,42.47,1.36,4.52,11.73,66.33,1.87,922.8,214.8,False,16.3,78,125,False,med,True,True,True,Ultra-Low (<0.05 EU/mg),True,False,False,False,False,True,True,True,False,False,"Water, Dilute Acetic Acid",med,med,0.87
mat-0273,Low-MW Dextran Type-715,Dextran & Dextran Esters,Citrus peel / Apple pomace,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",med,14.46,20.42,0.16,3.34,36.67,47.32,16.97,458.0,435.4,True,16.25,74,108,False,high,True,True,False,Ultra-Low (<0.05 EU/mg),False,False,False,False,False,True,False,False,True,False,Ethanol/Water 70:30,high,med,0.92
mat-0274,Hydrogel-Grade Xanthan Type-224,Xanthan & Gellan Gums,Recombinant yeast production,"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",med,29.72,36.04,0.26,0.5,10.78,65.98,24.53,1173.9,84.9,True,13.37,54,70,True,med,True,True,True,Ultra-Low (<0.05 EU/mg),True,False,False,False,False,True,True,False,True,True,Ethanol/Water 70:30,low,high,0.98
mat-0275,Biomedical Grade Agarose Type-557,Agarose & Agars,Xanthomonas campestris culture,"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",low,26.1,57.1,2.35,6.26,22.71,135.03,9.07,770.0,140.3,True,7.13,38,157,True,low,False,True,True,Low (<0.1 EU/mg),False,False,True,False,True,False,True,False,False,False,Phosphate Buffered Saline,high,low,0.99
mat-0276,Hydrogel-Grade Cellulose Type-472,Cellulose & Nanocellulose,Corn starch / Potato starch,"High-purity biomedical grade cellulose engineered for tissue engineering, drug delivery, and barrier applications.",high,39.71,67.82,2.75,3.66,20.28,53.27,11.79,2194.1,295.3,True,8.94,20,90,True,low,True,True,True,Standard (<0.5 EU/mg),False,False,False,True,True,False,False,True,True,False,"DMSO, Water",high,med,0.86
mat-0277,Quaternized Pectin Type-200,Pectin & Pectinates,Crustacean shells (Crab/Shrimp),"High-purity biomedical grade pectin engineered for tissue engineering, drug delivery, and barrier applications.",med,34.28,58.3,1.1,2.83,37.67,121.81,18.04,1168.9,309.7,True,17.31,35,107,True,low,True,True,False,Ultra-Low (<0.05 EU/mg),True,False,False,False,True,True,False,False,True,True,Phosphate Buffered Saline,med,high,0.89
mat-0278,"Carboxymethylated Carrageenan (Kappa, Iota, Lambda) Type-851","Carrageenan (Kappa, Iota, Lambda)",Crustacean shells (Crab/Shrimp),"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",low,25.13,61.65,1.72,3.08,54.87,98.28,12.06,313.2,92.4,False,3.58,8,264,False,med,True,False,False,Low (<0.1 EU/mg),True,False,False,True,False,True,False,True,True,True,Ethanol/Water 70:30,low,high,0.93
mat-0279,Low-MW Biopolymer Blends Type-893,Biopolymer Blends & Composites,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",low,37.16,57.27,1.77,3.3,35.01,137.89,9.99,1228.1,374.2,False,13.13,73,334,True,med,True,True,True,Ultra-Low (<0.05 EU/mg),True,True,False,False,True,True,False,False,True,True,Phosphate Buffered Saline,med,high,0.87
mat-0280,Hydrogel-Grade Pectin Type-741,Pectin & Pectinates,Xanthomonas campestris culture,"High-purity biomedical grade pectin engineered for tissue engineering, drug delivery, and barrier applications.",med,41.5,90.93,3.08,3.94,55.07,113.91,12.6,1534.5,425.9,False,6.4,12,201,True,med,True,True,False,Ultra-Low (<0.05 EU/mg),False,True,True,False,True,False,True,False,True,False,"DMSO, Water",med,low,0.97
mat-0281,Methacrylated Chitosan Type-141,Chitosan & Derivatives,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",med,28.72,36.11,1.14,2.98,41.31,51.4,9.92,973.0,134.6,True,17.22,41,128,True,med,True,True,True,Ultra-Low (<0.05 EU/mg),False,True,False,False,False,True,False,False,False,True,"DMSO, Water",high,med,0.97
mat-0282,Biomedical Grade Hyaluronic Acid Type-886,Hyaluronic Acid & Hyaluronates,Bacterial fermentation (Streptococcus zooepidemicus),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",med,21.65,35.63,1.14,2.47,55.99,130.55,7.64,1988.7,376.9,True,3.53,63,237,False,med,True,True,False,Ultra-Low (<0.05 EU/mg),True,True,False,True,True,False,True,False,True,False,"Water, Dilute Acetic Acid",med,low,0.91
mat-0283,Methacrylated Chitosan Type-926,Chitosan & Derivatives,Porcine cartilage,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",high,23.41,30.86,0.29,3.64,40.74,97.43,4.76,832.9,221.8,False,15.72,22,63,True,high,True,True,False,Low (<0.1 EU/mg),True,False,False,True,False,True,True,True,True,True,"Water, Dilute Acetic Acid",high,low,0.89
mat-0284,Methacrylated Alginate Type-125,Alginate & Salts,Recombinant yeast production,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,20.63,67.3,1.12,3.16,15.12,58.01,29.9,761.6,279.6,False,15.64,85,162,False,low,True,True,False,Standard (<0.5 EU/mg),True,True,True,False,False,False,False,True,False,False,Ethanol/Water 70:30,med,med,0.95
mat-0285,Methacrylated Alginate Type-526,Alginate & Salts,Recombinant yeast production,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,6.12,31.69,2.02,2.26,21.65,121.97,31.42,1606.7,28.8,False,17.37,66,314,False,low,False,True,False,Standard (<0.5 EU/mg),True,False,False,True,True,True,False,False,False,True,Ethanol/Water 70:30,high,med,0.99
mat-0286,Hydrogel-Grade Alginate Type-959,Alginate & Salts,Xanthomonas campestris culture,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,43.5,75.76,0.71,3.6,32.88,135.13,10.18,1789.8,269.1,False,11.02,58,106,True,low,True,True,True,Low (<0.1 EU/mg),False,False,False,True,True,True,True,False,False,True,"Water, Dilute Acetic Acid",high,med,0.87
mat-0287,High-MW Chondroitin Type-552,Chondroitin & Glycosaminoglycans,Porcine cartilage,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",med,30.25,36.58,0.69,1.3,29.72,58.37,22.85,1457.7,96.1,False,8.55,43,172,True,high,True,True,False,Low (<0.1 EU/mg),True,True,True,True,True,True,True,False,False,True,Ethanol/Water 70:30,low,high,0.96
mat-0288,Biomedical Grade Chondroitin Type-640,Chondroitin & Glycosaminoglycans,Red Seaweed (Rhodophyta),"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",low,13.3,55.54,1.8,3.35,54.49,183.97,28.35,1181.4,285.2,True,10.76,23,189,True,low,True,True,False,Low (<0.1 EU/mg),True,False,False,False,False,True,True,False,True,True,Ethanol/Water 70:30,med,high,0.86
mat-0289,Hydrogel-Grade Chondroitin Type-213,Chondroitin & Glycosaminoglycans,Aureobasidium pullulans culture,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",med,41.7,58.54,0.2,1.68,19.35,76.19,27.12,477.3,250.7,False,16.73,14,148,False,low,True,True,False,Low (<0.1 EU/mg),False,True,False,True,False,True,False,True,True,True,"DMSO, Water",high,low,0.95
mat-0290,Methacrylated Agarose Type-410,Agarose & Agars,Porcine cartilage,"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",high,43.86,49.82,0.29,3.43,49.62,134.41,30.32,1752.6,334.7,False,2.08,55,133,False,high,True,True,False,Standard (<0.5 EU/mg),False,False,True,False,False,True,True,True,True,True,Phosphate Buffered Saline,med,high,0.96
mat-0291,Injectable Grade Biopolymer Blends Type-649,Biopolymer Blends & Composites,Aureobasidium pullulans culture,"High-purity biomedical grade biopolymer blends engineered for tissue engineering, drug delivery, and barrier applications.",low,37.07,81.37,0.95,1.37,8.12,79.52,10.97,888.2,275.1,True,17.97,23,240,False,high,True,True,True,Standard (<0.5 EU/mg),True,False,False,True,False,False,False,False,True,False,Ethanol/Water 70:30,high,high,0.93
mat-0292,Quaternized Chitosan Type-520,Chitosan & Derivatives,Sphingomonas elodea culture,"High-purity biomedical grade chitosan engineered for tissue engineering, drug delivery, and barrier applications.",high,24.45,32.98,3.2,6.6,33.65,86.34,20.02,438.5,329.0,True,1.8,37,276,False,low,True,True,True,Standard (<0.5 EU/mg),False,False,True,True,False,False,False,True,False,False,"DMSO, Water",low,low,0.88
mat-0293,Biomedical Grade Hyaluronic Acid Type-541,Hyaluronic Acid & Hyaluronates,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",low,17.21,46.58,1.28,1.58,38.48,173.52,32.41,2282.5,366.5,True,13.92,50,286,False,high,False,True,False,Standard (<0.5 EU/mg),False,False,False,False,False,True,False,False,True,True,"Water, Dilute Acetic Acid",med,high,0.99
mat-0294,Crosslinked Alginate Type-889,Alginate & Salts,Leuconostoc mesenteroides fermentation,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,27.84,34.58,1.03,2.25,18.78,120.2,27.35,179.0,145.0,False,15.24,29,270,False,low,True,True,False,Ultra-Low (<0.05 EU/mg),True,False,True,True,False,False,True,False,True,False,Ethanol/Water 70:30,med,med,0.87
mat-0295,Low-MW Xanthan Type-250,Xanthan & Gellan Gums,Recombinant yeast production,"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",med,6.98,17.13,0.23,3.03,52.33,143.51,2.91,1835.8,36.8,False,17.58,9,203,True,high,True,True,False,Low (<0.1 EU/mg),True,True,True,False,False,False,True,False,False,True,"Water, Dilute Acetic Acid",med,high,0.97
mat-0296,Sulfated Starch Type-767,Starch & Modified Starches,Citrus peel / Apple pomace,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",med,43.94,76.93,0.65,1.02,56.17,193.83,2.36,1581.2,365.5,False,16.99,55,85,True,med,True,True,False,Low (<0.1 EU/mg),False,True,True,False,False,False,False,True,False,True,Ethanol/Water 70:30,low,med,0.88
mat-0297,Pharma-Grade Starch Type-218,Starch & Modified Starches,Sphingomonas elodea culture,"High-purity biomedical grade starch engineered for tissue engineering, drug delivery, and barrier applications.",med,34.31,78.92,1.33,2.87,32.81,170.86,23.39,1572.3,207.5,False,5.06,23,162,False,high,True,True,True,Ultra-Low (<0.05 EU/mg),False,False,True,True,False,False,True,False,True,True,"DMSO, Water",low,low,0.87
mat-0298,Injectable Grade Pectin Type-667,Pectin & Pectinates,Sphingomonas elodea culture,"High-purity biomedical grade pectin engineered for tissue engineering, drug delivery, and barrier applications.",high,34.71,45.4,0.22,2.06,42.95,191.54,5.93,2187.2,414.2,False,7.15,58,195,False,low,True,True,True,Standard (<0.5 EU/mg),True,True,True,False,False,False,False,False,False,False,Phosphate Buffered Saline,high,low,0.96
mat-0299,"Hydrogel-Grade Carrageenan (Kappa, Iota, Lambda) Type-939","Carrageenan (Kappa, Iota, Lambda)",Leuconostoc mesenteroides fermentation,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",low,40.82,72.53,1.36,4.03,25.87,97.27,18.54,1532.0,425.7,True,5.1,70,258,True,high,True,True,False,Ultra-Low (<0.05 EU/mg),False,False,False,False,True,True,True,True,False,False,Ethanol/Water 70:30,low,med,0.89
mat-0300,Carboxymethylated Alginate Type-380,Alginate & Salts,Red Seaweed (Rhodophyta),"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",med,40.41,58.39,3.22,7.18,46.44,185.87,23.83,481.4,101.0,True,1.66,12,125,True,med,True,True,True,Standard (<0.5 EU/mg),False,False,True,False,False,True,True,False,False,False,Ethanol/Water 70:30,low,low,1.0
mat-0301,Biomedical Grade Chondroitin Type-219,Chondroitin & Glycosaminoglycans,Citrus peel / Apple pomace,"High-purity biomedical grade chondroitin engineered for tissue engineering, drug delivery, and barrier applications.",high,34.77,49.78,0.35,1.15,23.44,96.92,26.14,1729.4,42.6,False,16.19,11,246,True,high,True,True,False,Standard (<0.5 EU/mg),True,True,True,True,False,True,True,False,False,True,"DMSO, Water",low,high,0.92
mat-0302,Crosslinked Hyaluronic Acid Type-750,Hyaluronic Acid & Hyaluronates,Fungal fermentation (Aspergillus niger),"High-purity biomedical grade hyaluronic acid engineered for tissue engineering, drug delivery, and barrier applications.",high,39.29,78.02,0.11,0.57,35.68,74.88,7.47,1132.7,125.8,False,11.8,37,229,False,high,True,True,True,Low (<0.1 EU/mg),False,False,False,False,False,False,False,True,True,True,Ethanol/Water 70:30,med,med,0.9
mat-0303,Sulfated Xanthan Type-218,Xanthan & Gellan Gums,Brown Seaweed (Laminaria hyperborea),"High-purity biomedical grade xanthan engineered for tissue engineering, drug delivery, and barrier applications.",med,17.76,27.87,2.47,5.35,47.55,125.27,28.46,1299.6,191.3,True,1.69,41,165,False,low,True,True,False,Ultra-Low (<0.05 EU/mg),False,False,False,False,False,True,False,False,True,False,"Water, Dilute Acetic Acid",med,med,0.91
mat-0304,"Hydrogel-Grade Carrageenan (Kappa, Iota, Lambda) Type-270","Carrageenan (Kappa, Iota, Lambda)",Leuconostoc mesenteroides fermentation,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,30.01,77.66,2.19,3.64,38.27,51.06,25.69,2035.7,49.7,False,16.53,77,123,True,high,True,True,False,Standard (<0.5 EU/mg),False,True,False,True,False,False,False,True,True,True,"Water, Dilute Acetic Acid",low,high,0.87
mat-0305,Injectable Grade Agarose Type-596,Agarose & Agars,Crustacean shells (Crab/Shrimp),"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",low,17.06,32.41,2.73,3.87,19.99,47.3,27.77,1689.9,67.7,False,15.68,16,67,False,low,True,True,False,Low (<0.1 EU/mg),True,False,True,False,False,False,True,False,False,False,Phosphate Buffered Saline,low,med,1.0
mat-0306,"Methacrylated Carrageenan (Kappa, Iota, Lambda) Type-485","Carrageenan (Kappa, Iota, Lambda)",Wood pulp / Cotton linters,"High-purity biomedical grade carrageenan (kappa, iota, lambda) engineered for tissue engineering, drug delivery, and barrier applications.",med,13.89,37.17,1.05,2.33,43.66,124.58,14.31,2483.9,330.1,False,14.01,20,265,True,high,False,True,True,Ultra-Low (<0.05 EU/mg),False,True,False,False,True,True,True,True,True,False,Phosphate Buffered Saline,low,low,0.91
mat-0307,Nanofibrillated Dextran Type-840,Dextran & Dextran Esters,Recombinant yeast production,"High-purity biomedical grade dextran engineered for tissue engineering, drug delivery, and barrier applications.",med,14.3,53.83,0.96,2.34,23.58,54.67,12.27,1478.5,188.9,True,5.7,33,297,False,med,False,True,False,Ultra-Low (<0.05 EU/mg),True,True,False,True,False,True,True,True,True,True,Phosphate Buffered Saline,med,low,0.86
mat-0308,Methacrylated Agarose Type-274,Agarose & Agars,Xanthomonas campestris culture,"High-purity biomedical grade agarose engineered for tissue engineering, drug delivery, and barrier applications.",high,24.49,63.19,1.96,3.68,21.32,92.29,11.36,2316.6,307.7,False,11.53,54,152,True,med,True,True,False,Standard (<0.5 EU/mg),False,False,False,False,True,False,True,True,False,True,Ethanol/Water 70:30,med,low,0.87
mat-0309,Ultra-Pure Alginate Type-419,Alginate & Salts,Sphingomonas elodea culture,"High-purity biomedical grade alginate engineered for tissue engineering, drug delivery, and barrier applications.",low,32.76,61.96,1.23,1.66,30.78,62.68,13.24,1464.0,109.5,True,16.79,42,201,False,high,True,True,False,Ultra-Low (<0.05 EU/mg),True,True,True,True,True,False,True,False,True,True,"DMSO, Water",med,high,0.97
